player_name,player_steamid,event_name,tick,round
Connan,76561198026214582,player_jump,57467,0
rodrigaoobrabo,76561198421514418,player_jump,57489,0
【﻿ＰＫ】,76561197996437459,player_jump,57549,0
【﻿ＰＫ】,76561197996437459,player_jump,57641,0
Luiz,76561198100001022,player_jump,57667,0
【﻿ＰＫ】,76561197996437459,player_jump,57675,0
Erick,76561198000238678,player_jump,57753,0
Erick,76561198000238678,player_jump,57985,0
rodrigaoobrabo,76561198421514418,player_jump,58155,0
【﻿ＰＫ】,76561197996437459,player_jump,58261,0
Erick,76561198000238678,player_jump,58391,0
Erick,76561198000238678,player_jump,58459,0
Talevor,76561198124241179,player_jump,58539,0
MonsTro,76561198340888446,player_jump,58613,0
Talevor,76561198124241179,player_jump,58741,0
Erick,76561198000238678,player_jump,58935,0
Talevor,76561198124241179,player_jump,59395,0
Talevor,76561198124241179,player_jump,59437,0
Erick,76561198000238678,player_jump,59505,0
rodrigaoobrabo,76561198421514418,player_jump,59525,0
Erick,76561198000238678,player_jump,59555,0
【﻿ＰＫ】,76561197996437459,player_jump,59595,0
Erick,76561198000238678,player_jump,59599,0
【﻿ＰＫ】,76561197996437459,player_jump,59641,0
Connan,76561198026214582,player_jump,61146,0
rodrigaoobrabo,76561198421514418,player_jump,61330,0
Cujura,76561198051880621,player_jump,61364,0
Talevor,76561198124241179,player_jump,61456,0
Erick,76561198000238678,player_jump,61538,0
Connan,76561198026214582,player_jump,61572,0
Connan,76561198026214582,player_jump,61648,0
AVARA KÉRABA,76561198397576589,player_jump,61732,0
【﻿ＰＫ】,76561197996437459,player_jump,61798,0
Talevor,76561198124241179,player_jump,61824,0
【﻿ＰＫ】,76561197996437459,player_jump,61840,0
Talevor,76561198124241179,player_jump,62000,0
Talevor,76561198124241179,player_jump,62048,0
Talevor,76561198124241179,player_jump,62124,0
Talevor,76561198124241179,player_jump,62174,0
【﻿ＰＫ】,76561197996437459,player_jump,62188,0
Talevor,76561198124241179,player_jump,62234,0
Talevor,76561198124241179,player_jump,62308,0
rodrigaoobrabo,76561198421514418,player_jump,62346,0
Talevor,76561198124241179,player_jump,62428,0
Talevor,76561198124241179,player_jump,62498,0
Connan,76561198026214582,player_jump,62534,0
Luiz,76561198100001022,player_jump,62770,0
Luiz,76561198100001022,player_jump,62812,0
Luiz,76561198100001022,player_jump,63016,0
Luiz,76561198100001022,player_jump,63084,0
Luiz,76561198100001022,player_jump,63154,0
Luiz,76561198100001022,player_jump,63222,0
Luiz,76561198100001022,player_jump,63294,0
Erick,76561198000238678,player_jump,63362,0
Luiz,76561198100001022,player_jump,63362,0
【﻿ＰＫ】,76561197996437459,player_jump,63380,0
Luiz,76561198100001022,player_jump,63438,0
Luiz,76561198100001022,player_jump,63508,0
Erick,76561198000238678,player_jump,63550,0
Luiz,76561198100001022,player_jump,63592,0
Erick,76561198000238678,player_jump,63602,0
Luiz,76561198100001022,player_jump,63656,0
Erick,76561198000238678,player_jump,63684,0
Luiz,76561198100001022,player_jump,63720,0
Luiz,76561198100001022,player_jump,63788,0
Luiz,76561198100001022,player_jump,63858,0
